# Atomic Line List version: 3.00b3   Constructed: 2021-05-04 10:19 GMT
# Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
# Radial velocity: 0 km/s
# Wavelength accuracy upper limit: 5%
# Element/Spectrum: H  I, He I-II, O I-IV, C I-IV, N I-V, Si I-IV, Mg I-IV, S I-IV (missing Ne I-IV, Ar I-IV)
# Minimum line strength: no restrictions
# Include lines without atomic data: true
# Minimum abundance: no minimum
# Lower level energy range: no restrictions   Unit: cm^-1
# Upper level energy range: no restrictions
# Maximum for principal quantum number n: 4 (+ no restrictions for H I, + some He n>4 at the bottom, + n5-12 with -log(gf) > 0 for the above elements)
# Transition types included: Nebular (E1,E2)
# Transitions from auto-ionizing levels: included
# Comment code: A-> activity, D -> diagnostic line (global), V -> vsini, Q -> affected by wind, Teff -> used for determination of Teff, RV_O/B/A -> good for RV determination

wl_air	   , dlamb  , spc   , tt, configuration                              , term               , J_i-J_k          , -lg(gf), tpf, level_energy(cm-1)     , ref    ,  name, comment
4458.59    , 1.3e-01, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(1D).4s      ,       2Do-2D       ,    3/2 - 5/2     ,        ,    ,   96787.68 -  119210.00, ASD    ,      ,
4459.937   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Po      ,      1 - 0       , -1.6226,  12,  166521.49 -  188937.04, 030    ,      ,
4461.607   , 1.8e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5So-5P       ,      2 - 3       , -0.0415,   3,  376079.92 -  398487.08, 039    ,      ,
4464.434   , 1.8e-02, S II  , E1,       3s2.3p2.(1D).3d-3s2.3p2.(3P<2>).4f   ,        2F-2[5]o    ,    7/2 - 9/2     ,        ,    ,  138527.98 -  160920.95, ASD    ,      ,
4465.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      2 - 1       ,        ,    ,   78152.07 -  100540.00, ASD    ,      ,
4465.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      2 - 2       ,        ,    ,   78152.07 -  100540.00, ASD    ,      ,
4465.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      2 - 3       ,        ,    ,   78152.07 -  100540.00, ASD    ,      ,
4465.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      1 - 1       ,        ,    ,   78152.34 -  100540.00, ASD    ,      ,
4465.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      1 - 2       ,        ,    ,   78152.34 -  100540.00, ASD    ,      ,
4465.407   , 1.8e-02, O II  , E1,       2s.2p3.(5So).3s-2s.2p3.(5So).3p      ,       6So-6P       ,    5/2 - 7/2     ,  0.3677,   3,  245400.+x -  267788.+x, ASD    ,      ,
4465.529   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Po      ,      1 - 1       , -1.8459,  12,  166521.49 -  188908.97, 030    ,      ,
4465.65    , 1.3e-01, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        3D-3Po      ,      3 - 2       ,        ,    ,  113294.82 -  135681.70, ASD    ,      ,
4465.66    , 1.3e-01, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        3D-3Po      ,      2 - 1       ,        ,    ,  113294.85 -  135681.70, ASD    ,      ,
4465.66    , 1.3e-01, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        3D-3Po      ,      2 - 2       ,        ,    ,  113294.85 -  135681.70, ASD    ,      ,
4465.90    , 1.3e-01, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(1D).3d      ,       2Po-2D       ,    1/2 - 3/2     , -3.6124, ASD,   97770.18 -  120155.80, ASD    ,      ,
4466.235   , 1.8e-02, O II  , E1,       2s2.2p2.(1S).3s-2s2.2p2.(1S).3p      ,        2S-2Po      ,    1/2 - 3/2     ,  0.0318,   3,  230609.45 -  252993.39, ASD    ,      ,
4466.35    , 1.3e-01, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        3D-3Po      ,      1 - 0       ,        ,    ,  113298.32 -  135681.70, ASD    ,      ,
4466.35    , 1.3e-01, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        3D-3Po      ,      1 - 1       ,        ,    ,  113298.32 -  135681.70, ASD    ,      ,
4466.35    , 1.3e-01, O I   , E1,      2s2.2p3.(2Do).3p-2s2.2p3.(2Po).4s     ,        3D-3Po      ,      1 - 2       ,        ,    ,  113298.32 -  135681.70, ASD    ,      ,
4466.434   , 1.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4f.Do   ,        2P-D[2]o    ,    3/2 - 5/2     ,        ,    ,  233430.53 -  255813.47, ASD    ,      ,
4466.583   , 1.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4f.Do   ,        2P-D[2]o    ,    3/2 - 3/2     ,        ,    ,  233430.53 -  255812.73, ASD    ,      ,
4467.210   , 1.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s.2p3.(5So).3s      ,        4P-4So      ,    1/2 - 3/2     , -3.2471,   3,  232602.49 -  254981.55, ASD    ,      ,
4467.465   , 1.8e-02, O II  , E1,       2s2.2p2.(1S).3s-2s2.2p2.(1S).3p      ,        2S-2Po      ,    1/2 - 1/2     , -0.2693,   3,  230609.45 -  252987.23, ASD    ,      ,
4467.716   , 1.8e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3D       ,      2 - 2       , -1.5015,  19,  147692.21 -  170068.73, ASD    ,      ,
4467.924   , 1.8e-02, O II  , E1,       2s.2p3.(5So).3s-2s.2p3.(5So).3p      ,       6So-6P       ,    5/2 - 5/2     ,  0.2425,   3,  245400.+x -  267775.+x, ASD    ,      ,
4468.447   , 1.8e-02, Si III, E1,                 3p.4s-3p.4p                ,       3Po-3S       ,      0 - 1       , -0.8923,  u3,  226400.00 -  248772.86, ASD    ,      ,
4469.378   , 1.8e-02, O II  , E1,       2s.2p3.(5So).3s-2s.2p3.(5So).3p      ,       6So-6P       ,    5/2 - 3/2     ,  0.0663,   3,  245400.+x -  267768.+x, ASD    ,      ,
4469.462   , 1.8e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4f.Do   ,        2P-D[1]o    ,    1/2 - 1/2     ,        ,    ,  233544.59 -  255912.37, ASD    ,      ,
4469.472   , 1.8e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4f.Do   ,        2P-D[1]o    ,    1/2 - 3/2     ,        ,    ,  233544.59 -  255912.32, ASD    ,      ,
4471.470365, 4.1e-07, He I  , E1,                 1s.2p-1s.4d                ,       3Po-3D       ,      2 - 1       , -2.2115,  31,  169086.77 -  191444.50, 112    ,      ,
4471.474069, 4.1e-07, He I  , E1,                 1s.2p-1s.4d                ,       3Po-3D       ,      2 - 2       , -1.0359,  31,  169086.77 -  191444.48, 112    ,      ,
4471.474309, 4.1e-07, He I  , E1,                 1s.2p-1s.4d                ,       3Po-3D       ,      2 - 3       , -0.2870,  31,  169086.77 -  191444.48, 112    ,      , D Teff
4471.485650, 4.1e-07, He I  , E1,                 1s.2p-1s.4d                ,       3Po-3D       ,      1 - 1       , -1.0373,  31,  169086.84 -  191444.50, 112    ,      ,
4471.489354, 4.1e-07, He I  , E1,                 1s.2p-1s.4d                ,       3Po-3D       ,      1 - 2       , -0.5592,  31,  169086.84 -  191444.48, 112    ,      ,
4471.683243, 4.1e-07, He I  , E1,                 1s.2p-1s.4d                ,       3Po-3D       ,      0 - 1       , -0.9091,  31,  169087.83 -  191444.50, 112    ,      ,
4473.03    , 1.3e-01, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(1D).3d      ,       2Po-2D       ,    3/2 - 3/2     ,        ,    ,   97805.84 -  120155.80, ASD    ,      ,
4473.83    , 1.3e-01, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(1D).4s      ,       2Do-2D       ,    5/2 - 3/2     ,        ,    ,   96864.05 -  119210.00, ASD    ,      ,
4473.83    , 1.3e-01, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(1D).4s      ,       2Do-2D       ,    5/2 - 5/2     ,        ,    ,   96864.05 -  119210.00, ASD    ,      ,
4474.0     , 1.8e+00, O IV  , E1,        2s.2p.(3Po).4p-2s.2p.(3Po).4d       ,        2P-2Po      ,    3/2 - 3/2     , -0.2154,   3,  575375.00 -  597720.00, ASD    ,      ,
4474.17    , 1.3e-01, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(1D).3d      ,       2Po-2D       ,    3/2 - 5/2     , -3.3034, ASD,   97805.84 -  120150.10, ASD    ,      ,
4475.886   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Po      ,      1 - 2       , -3.2249,  12,  166521.49 -  188857.17, 030    ,      ,
4476.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      3 - 2       ,        ,    ,   78203.18 -  100540.00, ASD    ,      ,
4476.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Do      ,      3 - 3       ,        ,    ,   78203.18 -  100540.00, ASD    ,      ,
4477.682   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Po      ,      2 - 1       , -1.2355,  12,  166582.25 -  188908.97, 030    ,      ,
4478.422   , 1.8e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3D       ,      3 - 2       , -1.5478,  19,  147745.70 -  170068.73, ASD    ,      ,
4479.91    , 1.8e-01, N IV  , E1,                 2p.3s-2s.4s                ,       3Po-3S       ,      0 - 1       , -1.8161,  R3,  465291.80 -  487607.40, ASD    ,      ,
4481.08    , 1.8e-01, N III , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Po      ,    1/2 - 3/2     , -0.5045,   3,  400566.20 -  422876.00, ASD    ,      ,
4481.126   , 1.8e-02, Mg II , E1,                2p6.3d-2p6.4f               ,        2D-2Fo      ,    5/2 - 7/2     ,  0.7418,  19,   71490.19 -   93799.75, ASD    ,      ,
4481.150   , 1.8e-02, Mg II , E1,                2p6.3d-2p6.4f               ,        2D-2Fo      ,    5/2 - 5/2     , -0.5594,  19,   71490.19 -   93799.63, ASD    ,      ,
4481.325   , 1.8e-02, Mg II , E1,                2p6.3d-2p6.4f               ,        2D-2Fo      ,    3/2 - 5/2     ,  0.5869,  19,   71491.06 -   93799.63, ASD    ,      ,
4482.480   , 1.8e-02, S II  , E1,       3s2.3p2.(1S).3d-3s2.3p2.(1D<2>).4f   ,        2D-2[3]o    ,    5/2 - 7/2     ,        ,    ,  148886.57 -  171189.39, ASD    ,      ,
4482.563   , 1.8e-02, S II  , E1,       3s2.3p2.(1S).3d-3s2.3p2.(1D<2>).4f   ,        2D-2[3]o    ,    5/2 - 5/2     ,        ,    ,  148886.57 -  171188.98, ASD    ,      ,
4484.27    , 1.8e-01, N III , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Po      ,    3/2 - 5/2     , -0.4714,   3,  400632.90 -  422926.80, ASD    ,      ,
4485.447   , 1.8e-02, S II  , E1,       3s2.3p2.(1S).3d-3s2.3p2.(1D<2>).4f   ,        2D-2[3]o    ,    3/2 - 5/2     ,        ,    ,  148900.91 -  171188.98, ASD    ,      ,
4485.70    , 1.8e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-c2Fo     ,    3/2 - 5/2     ,  0.0024,   3,  255396.10 -  277682.90, ASD    ,      ,
4486.51    , 1.8e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-c2Fo     ,    5/2 - 5/2     , -1.1438,   3,  255400.10 -  277682.90, ASD    ,      ,
4487.712   , 1.8e-02, O II  , E1,       2s2.2p2.(1D).3d-2s2.2p2.(1D).4f.Do   ,        2P-D[2]o    ,    1/2 - 3/2     ,        ,    ,  253789.99 -  276066.81, ASD    ,      ,
4488.095   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Po      ,      2 - 2       , -1.8855,  12,  166582.25 -  188857.17, 030    ,      ,
4488.183   , 1.8e-02, O II  , E1,       2s2.2p2.(1D).3d-2s2.2p2.(1D).4f.Do   ,        2P-D[2]o    ,    3/2 - 5/2     ,        ,    ,  253792.40 -  276066.88, ASD    ,      ,
4488.198   , 1.8e-02, O II  , E1,       2s2.2p2.(1D).3d-2s2.2p2.(1D).4f.Do   ,        2P-D[2]o    ,    3/2 - 3/2     ,        ,    ,  253792.40 -  276066.81, ASD    ,      ,
4489.462   , 1.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4f.Do   ,        2P-D[2]o    ,    1/2 - 3/2     ,        ,    ,  233544.59 -  255812.73, ASD    ,      ,
4491.222   , 1.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4f.Do   ,        2P-D[3]o    ,    3/2 - 5/2     ,        ,    ,  233430.53 -  255689.94, ASD    ,      ,
4493.370   , 1.8e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Do-3F       ,      3 - 4       , -0.6026,   3,  379356.75 -  401605.52, 039    ,      ,
4494.043   , 1.8e-02, Si III, E1,                 3p.4s-3p.4p                ,       3Po-3S       ,      1 - 1       , -0.4176,  u3,  226527.42 -  248772.86, ASD    ,      ,
4494.52    , 1.8e-01, N III , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Po      ,    3/2 - 3/2     , -1.0006,   3,  400632.90 -  422876.00, ASD    ,      ,
4495.87    , 1.8e-01, N IV  , E1,                 2p.3s-2s.4s                ,       3Po-3S       ,      1 - 1       , -1.3405,  R3,  465371.00 -  487607.40, ASD    ,      ,
4499.222   , 1.8e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3D       ,      1 - 1       , -1.6983,  19,  147551.60 -  169771.43, ASD    ,      ,
4504.07    , 1.8e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-c2Fo     ,    5/2 - 7/2     ,  0.1555,   3,  255400.10 -  277596.00, ASD    ,      ,
4504.34    , 1.8e-01, N III , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Po      ,    5/2 - 5/2     , -0.1053,   3,  400732.20 -  422926.80, ASD    ,      ,
4506.640   , 1.8e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Do-3F       ,      2 - 3       , -0.7641,   3,  379293.03 -  401476.29, 039    ,      ,
4507.560   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        3D-3Po      ,      3 - 2       , -0.9483,  12,  166678.44 -  188857.17, 030    ,      ,
4510.88    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    1/2 - 3/2     , -0.4600,   3,  287529.40 -  309691.80, ASD    ,      ,
4510.96    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    3/2 - 5/2     , -0.0586,   3,  287591.50 -  309753.50, ASD    ,      ,
4512.00    , 1.8e-01, N IV  , E1,                 2p.3p-2s.4f                ,        1D-1Fo      ,      2 - 3       , -0.3166,  U3,  499705.90 -  521862.80, ASD    ,      ,
4512.360   , 1.4e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4f.D    ,       1Fo-D[3/2]   ,      3 - 2       ,        ,    ,  189334.96 -  211490.10, 030    ,      ,
4513.827   , 1.8e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Do-3F       ,      1 - 2       , -0.9355,   3,  379227.15 -  401375.09, 039    ,      ,
4514.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Po      ,      2 - 1       ,        ,    ,   78152.07 -  100300.00, ASD    ,      ,
4514.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Po      ,      2 - 2       ,        ,    ,   78152.07 -  100300.00, ASD    ,      ,
4514.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Po      ,      1 - 0       ,        ,    ,   78152.34 -  100300.00, ASD    ,      ,
4514.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Po      ,      1 - 1       ,        ,    ,   78152.34 -  100300.00, ASD    ,      ,
4514.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Po      ,      1 - 2       ,        ,    ,   78152.34 -  100300.00, ASD    ,      ,
4514.67    , 1.8e-01, N III , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Po      ,    5/2 - 3/2     , -0.4743,   3,  400732.20 -  422876.00, ASD    ,      ,
4514.85    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    5/2 - 7/2     ,  0.2209,   3,  287706.90 -  309849.80, ASD    ,      ,
4517.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3F-3Do      ,      2 - 1       ,        ,    ,   78409.89 -  100540.00, ASD    ,      ,
4517.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3F-3Do      ,      2 - 2       ,        ,    ,   78409.89 -  100540.00, ASD    ,      ,
4517.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3F-3Do      ,      2 - 3       ,        ,    ,   78409.89 -  100540.00, ASD    ,      ,
4518.14    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    1/2 - 1/2     , -0.4607,   3,  287529.40 -  309656.20, ASD    ,      ,
4519.254   , 1.8e-02, S II  , E1,       3s2.3p2.(1S).3d-3s2.3p2.(1D<2>).4f   ,        2D-2[4]o    ,    5/2 - 7/2     ,        ,    ,  148886.57 -  171007.91, ASD    ,      ,
4519.622   , 1.8e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Do-3F       ,      3 - 3       , -1.6685,   3,  379356.75 -  401476.29, 039    ,      ,
4522.86    , 1.8e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<1/2>).4d,  3/2[3/2]-1/2[3/2]o,      1 - 2       ,        ,    ,  562634.20 -  584737.90, ASD    ,      ,
4523.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3F-3Do      ,      3 - 2       ,        ,    ,   78435.81 -  100540.00, ASD    ,      ,
4523.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3F-3Do      ,      3 - 3       ,        ,    ,   78435.81 -  100540.00, ASD    ,      ,
4523.56    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    3/2 - 3/2     , -0.3540,   3,  287591.50 -  309691.80, ASD    ,      ,
4524.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3D-3Po      ,      3 - 2       ,        ,    ,   78203.18 -  100300.00, ASD    ,      ,
4524.222   , 1.8e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Po-3P       ,      1 - 0       , -0.9837,   3,  378417.84 -  400514.89, 039    ,      ,
4524.675   , 1.8e-02, S II  , E1,       3s2.3p2.(1D).4s-3s2.3p2.(1D).4p      ,        2D-2Po      ,    3/2 - 3/2     , -0.7454,  22,  121528.72 -  143623.56, ASD    ,      ,
4524.941   , 1.8e-02, S II  , E1,       3s2.3p2.(1D).4s-3s2.3p2.(1D).4p      ,        2D-2Po      ,    5/2 - 3/2     ,  0.0323,  22,  121530.02 -  143623.56, ASD    ,      ,
4526.22    , 1.8e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<3/2>).4d,  3/2[1/2]-3/2[3/2]o,      1 - 2       ,        ,    ,  559987.10 -  582074.40, ASD    ,      ,
4527.293   , 1.8e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Do-3F       ,      2 - 2       , -1.6692,   3,  379293.03 -  401375.09, 039    ,      ,
4527.716   , 1.5e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4f.D    ,       1Fo-D[5/2]   ,      3 - 2       ,        ,    ,  189334.96 -  211414.96, 030    ,      ,
4527.86    , 1.8e-01, N III , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4S-4Po      ,    3/2 - 1/2     , -0.4703,   3,  314217.30 -  336296.60, ASD    ,      ,
4527.876   , 1.8e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3D       ,      2 - 1       , -1.7964,  19,  147692.21 -  169771.43, ASD    ,      ,
4528.      , 1.3e+01, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).4d     ,        3F-3Do      ,      4 - 3       ,        ,    ,   78463.04 -  100540.00, ASD    ,      ,
4528.54    , 1.8e-01, N III , E1,                2s2.4d-2s.2p.(3Po).3d       ,        2D-2Fo      ,    5/2 - 7/2     , -0.7614,   3,  317779.50 -  339855.50, ASD    ,      ,
4528.678   , 1.5e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4f.D    ,       1Fo-D[5/2]   ,      3 - 3       ,        ,    ,  189334.96 -  211410.27, 030    ,      ,
4529.60    , 1.8e-01, N IV  , E1,                 2p.3s-2s.4s                ,       3Po-3S       ,      2 - 1       , -1.1219,  R3,  465536.60 -  487607.40, ASD    ,      ,
4530.34    , 1.8e-01, S IV  , E1,        3s.3p.(3Po).4s-3s.3p.(3Po).4p       ,       2Po-2P       ,    1/2 - 3/2     , -0.9851,   3,  270826.70 -  292893.90, ASD    ,      ,
4530.410   , 1.5e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4f.G    ,       1Fo-G[9/2]   ,      3 - 4       ,        ,    ,  189334.96 -  211401.83, 030    ,      ,
4530.86    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    3/2 - 1/2     , -1.1609,   3,  287591.50 -  309656.20, ASD    ,      ,
4532.785   , 1.8e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Po-3P       ,      2 - 1       , -0.8876,   3,  378405.68 -  400460.99, 039    ,      ,
4533.1     , 1.8e+00, O IV  , E1,        2s.2p.(3Po).4p-2p2.(3P).3p          ,        2P-2So      ,    1/2 - 1/2     , -1.7834,   3,  575202.00 -  597256.00, ASD    ,      ,
4534.58    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    5/2 - 5/2     , -0.4289,   3,  287706.90 -  309753.50, ASD    ,      ,
4535.05    , 1.8e-01, N III , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4S-4Po      ,    3/2 - 3/2     , -0.1699,   3,  314217.30 -  336261.60, ASD    ,      ,
4535.285   , 1.8e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Po-3P       ,      1 - 1       , -1.1097,   3,  378417.84 -  400460.99, 039    ,      ,
4538.851   , 1.8e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Po-3P       ,      0 - 1       , -0.9851,   3,  378435.16 -  400460.99, 039    ,      ,
4539.543   , 1.3e-02, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       2Do-2P       ,    3/2 - 1/2     , -3.5927,  15,  211522.12 -  233544.59, ASD    ,      ,
4540.395   , 1.8e-02, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(4P).3d       ,       3Do-3F       ,      3 - 2       , -3.2145,   3,  379356.75 -  401375.09, 039    ,      ,
4544.82    , 1.8e-01, N III , E1,                2s2.4d-2s.2p.(3Po).3d       ,        2D-2Fo      ,    3/2 - 5/2     , -0.9179,   3,  317747.70 -  339744.60, ASD    ,      ,
4545.36    , 1.8e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<1/2>).4d,  3/2[3/2]-1/2[5/2]o,      1 - 2       ,        ,    ,  562634.20 -  584628.50, ASD    ,      ,
4546.33    , 1.8e-01, N III , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4S-4Po      ,    3/2 - 5/2     ,  0.0051,   3,  314217.30 -  336206.90, ASD    ,      ,
4547.30    , 1.8e-01, N III , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    5/2 - 3/2     , -1.3843,   3,  287706.90 -  309691.80, ASD    ,      ,
4547.7     , 1.8e+00, O IV  , E1,           2p2.(1D).3p-2p2.(3P).3d          ,       2Fo-2D       ,    5/2 - 3/2     ,        ,    ,  624876.00 -  646859.00, ASD    ,      ,
4547.7     , 1.8e+00, O IV  , E1,           2p2.(1D).3p-2p2.(3P).3d          ,       2Fo-2D       ,    5/2 - 5/2     ,        ,    ,  624876.00 -  646859.00, ASD    ,      ,
4547.7     , 1.8e+00, O IV  , E1,           2p2.(1D).3p-2p2.(3P).3d          ,       2Fo-2D       ,    7/2 - 5/2     ,        ,    ,  624876.00 -  646859.00, ASD    ,      ,
4549.559   , 1.8e-02, S II  , E1,       3s2.3p2.(1D).3d-3s2.3p2.(3P<1>).4f   ,        2F-1[4]o    ,    5/2 - 7/2     ,        ,    ,  138509.17 -  160483.16, ASD    ,      ,
4551.40    , 1.8e-01, N III , E1,                2s2.4d-2s.2p.(3Po).3d       ,        2D-2Fo      ,    5/2 - 5/2     , -2.0647,   3,  317779.50 -  339744.60, ASD    ,      ,
4552.410   , 1.8e-02, S II  , E1,       3s2.3p2.(1D).4s-3s2.3p2.(1D).4p      ,        2D-2Po      ,    3/2 - 1/2     , -0.2055,  22,  121528.72 -  143488.95, ASD    ,      ,
4552.522   , 1.5e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4f.G    ,       1Fo-G[7/2]   ,      3 - 4       ,        ,    ,  189334.96 -  211294.65, 030    ,      ,
4552.622   , 1.8e-02, Si III, E1,                 3s.4s-3s.4p                ,        3S-3Po      ,      1 - 2       ,  0.2923,  17,  153377.05 -  175336.26, ASD    ,SiIII1, D Teff
4552.802   , 1.8e-02, S II  , E1,       3s2.3p2.(1D).3d-3s2.3p2.(3P<1>).4f   ,        2F-1[2]o    ,    5/2 - 5/2     ,        ,    ,  138509.17 -  160467.51, ASD    ,      ,
